# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2050-01-01
#
# GRDC-No.:              1234567
# River:                 River A
# Station:               Station A
# Country:               Country A
# Latitude (DD):       47.51
# Longitude (DD):      10.05
# Catchment area (km²):      -999.000
# Altitude (m ASL):        -999.000
# Next downstream station:      1234568
# Remarks:               
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1940-01 - 1989-12
# No. of years:          60
# Last update:           3050-01-01
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 365
# DATA
YYYY-MM-DD;hh:mm; Value
1985-12-19;--:--;60.17
1985-12-20;--:--;62.75
1985-12-21;--:--;56.12
1985-12-22;--:--;58.7
1985-12-23;--:--;58.3
1985-12-24;--:--;58.27
1985-12-25;--:--;59.67
1985-12-26;--:--;59.3
1985-12-27;--:--;61.77
1985-12-28;--:--;63.1
1985-12-29;--:--;59.2
1985-12-30;--:--;65.87
1985-12-31;--:--;62.64
1986-01-01;--:--;59.73
1986-01-02;--:--;61.14
1986-01-03;--:--;58.46
1986-01-04;--:--;61.85
1986-01-05;--:--;60.47
1986-01-06;--:--;59.46
1986-01-07;--:--;59.25
1986-01-08;--:--;56.45
1986-01-09;--:--;56.73
1986-01-10;--:--;58.6
1986-01-11;--:--;56.06
1986-01-12;--:--;53.46
1986-01-13;--:--;56.24
1986-01-14;--:--;58.11
1986-01-15;--:--;56.57
1986-01-16;--:--;59.51
1986-01-17;--:--;56.76
1986-01-18;--:--;52.25
1986-01-19;--:--;51.22
1986-01-20;--:--;49.97
1986-01-21;--:--;51
1986-01-22;--:--;54.15
1986-01-23;--:--;50.75
1986-01-24;--:--;51.12
1986-01-25;--:--;51.33
1986-01-26;--:--;47.79
1986-01-27;--:--;50.81
1986-01-28;--:--;49.07
1986-01-29;--:--;48.4
1986-01-30;--:--;49.46
1986-01-31;--:--;47.62
1986-02-01;--:--;49.74
1986-02-02;--:--;47.72
1986-02-03;--:--;50.31
1986-02-04;--:--;48.86
1986-02-05;--:--;46.26
1986-02-06;--:--;49.73
1986-02-07;--:--;45.55
1986-02-08;--:--;49.13
1986-02-09;--:--;44.97
1986-02-10;--:--;48.43
1986-02-11;--:--;46.05
1986-02-12;--:--;45.89
1986-02-13;--:--;44.89
1986-02-14;--:--;44.58
1986-02-15;--:--;45.64
1986-02-16;--:--;45.75
1986-02-17;--:--;44.74
1986-02-18;--:--;47.73
1986-02-19;--:--;42.49
1986-02-20;--:--;42.76
1986-02-21;--:--;41.49
1986-02-22;--:--;43.35
1986-02-23;--:--;39.79
1986-02-24;--:--;44.7
1986-02-25;--:--;40.48
1986-02-26;--:--;40.01
1986-02-27;--:--;41.8
1986-02-28;--:--;41
1986-03-01;--:--;41.55
1986-03-02;--:--;38.52
1986-03-03;--:--;38.64
1986-03-04;--:--;38.81
1986-03-05;--:--;41.18
1986-03-06;--:--;44.34
1986-03-07;--:--;41.59
1986-03-08;--:--;41.09
1986-03-09;--:--;39.4
1986-03-10;--:--;39.53
1986-03-11;--:--;40.38
1986-03-12;--:--;38.9
1986-03-13;--:--;40.13
1986-03-14;--:--;40.9
1986-03-15;--:--;41.82
1986-03-16;--:--;39.96
1986-03-17;--:--;40.32
1986-03-18;--:--;41.49
1986-03-19;--:--;38.48
1986-03-20;--:--;44.57
1986-03-21;--:--;43.91
1986-03-22;--:--;43.4
1986-03-23;--:--;41.12
1986-03-24;--:--;42.95
1986-03-25;--:--;43.96
1986-03-26;--:--;39.71
1986-03-27;--:--;44.32
1986-03-28;--:--;43.94
1986-03-29;--:--;41.3
1986-03-30;--:--;46.85
1986-03-31;--:--;48.68
1986-04-01;--:--;46.46
1986-04-02;--:--;44.11
1986-04-03;--:--;49.85
1986-04-04;--:--;45.43
1986-04-05;--:--;49.13
1986-04-06;--:--;45.85
1986-04-07;--:--;51.4
1986-04-08;--:--;50.35
1986-04-09;--:--;47.53
1986-04-10;--:--;48.99
1986-04-11;--:--;51.3
1986-04-12;--:--;49.82
1986-04-13;--:--;51.09
1986-04-14;--:--;50.03
1986-04-15;--:--;50.57
1986-04-16;--:--;54.35
1986-04-17;--:--;45.59
1986-04-18;--:--;53.87
1986-04-19;--:--;56.77
1986-04-20;--:--;55.06
1986-04-21;--:--;50.91
1986-04-22;--:--;52.03
1986-04-23;--:--;52.89
1986-04-24;--:--;57.21
1986-04-25;--:--;57.36
1986-04-26;--:--;55.14
1986-04-27;--:--;54.89
1986-04-28;--:--;54.41
1986-04-29;--:--;56.22
1986-04-30;--:--;56.07
1986-05-01;--:--;58.89
1986-05-02;--:--;60.67
1986-05-03;--:--;63.02
1986-05-04;--:--;61.87
1986-05-05;--:--;61.33
1986-05-06;--:--;60.27
1986-05-07;--:--;61.47
1986-05-08;--:--;61.71
1986-05-09;--:--;62.45
1986-05-10;--:--;65.3
1986-05-11;--:--;65.31
1986-05-12;--:--;61.89
1986-05-13;--:--;65.59
1986-05-14;--:--;70.18
1986-05-15;--:--;63.37
1986-05-16;--:--;64.43
1986-05-17;--:--;64.04
1986-05-18;--:--;66.39
1986-05-19;--:--;70.08
1986-05-20;--:--;65.2
1986-05-21;--:--;63.78
1986-05-22;--:--;66.75
1986-05-23;--:--;66.04
1986-05-24;--:--;67.73
1986-05-25;--:--;68.45
1986-05-26;--:--;69.04
1986-05-27;--:--;71.3
1986-05-28;--:--;71.36
1986-05-29;--:--;71.13
1986-05-30;--:--;69.33
1986-05-31;--:--;70.24
1986-06-01;--:--;71.78
1986-06-02;--:--;73.28
1986-06-03;--:--;73.46
1986-06-04;--:--;73.58
1986-06-05;--:--;72.87
1986-06-06;--:--;74.84
1986-06-07;--:--;70.57
1986-06-08;--:--;73.8
1986-06-09;--:--;74.96
1986-06-10;--:--;73.12
1986-06-11;--:--;74.18
1986-06-12;--:--;73.49
1986-06-13;--:--;74.71
1986-06-14;--:--;77.58
1986-06-15;--:--;76.49
1986-06-16;--:--;78.42
1986-06-17;--:--;79.19
1986-06-18;--:--;76.36
1986-06-19;--:--;77.41
1986-06-20;--:--;77.71
1986-06-21;--:--;76.64
1986-06-22;--:--;75.25
1986-06-23;--:--;78.63
1986-06-24;--:--;75.3
1986-06-25;--:--;78.31
1986-06-26;--:--;74.08
1986-06-27;--:--;76.29
1986-06-28;--:--;78.82
1986-06-29;--:--;76.58
1986-06-30;--:--;77.65
1986-07-01;--:--;81.3
1986-07-02;--:--;80.91
1986-07-03;--:--;79.47
1986-07-04;--:--;79.49
1986-07-05;--:--;76.11
1986-07-06;--:--;78.92
1986-07-07;--:--;76.62
1986-07-08;--:--;77.61
1986-07-09;--:--;77.82
1986-07-10;--:--;81.95
1986-07-11;--:--;78.36
1986-07-12;--:--;75.34
1986-07-13;--:--;79.01
1986-07-14;--:--;82.44
1986-07-15;--:--;81.31
1986-07-16;--:--;77.15
1986-07-17;--:--;74.88
1986-07-18;--:--;77.33
1986-07-19;--:--;80.82
1986-07-20;--:--;79.86
1986-07-21;--:--;75.8
1986-07-22;--:--;75.86
1986-07-23;--:--;77.84
1986-07-24;--:--;78.87
1986-07-25;--:--;77.04
1986-07-26;--:--;77.57
1986-07-27;--:--;78.64
1986-07-28;--:--;75.25
1986-07-29;--:--;76.1
1986-07-30;--:--;78.07
1986-07-31;--:--;72.75
1986-08-01;--:--;75.24
1986-08-02;--:--;72.66
1986-08-03;--:--;73.84
1986-08-04;--:--;74.49
1986-08-05;--:--;74.67
1986-08-06;--:--;72.05
1986-08-07;--:--;75.33
1986-08-08;--:--;74.56
1986-08-09;--:--;73.17
1986-08-10;--:--;71.6
1986-08-11;--:--;76.52
1986-08-12;--:--;71.57
1986-08-13;--:--;71.41
1986-08-14;--:--;70.77
1986-08-15;--:--;68.97
1986-08-16;--:--;69.77
1986-08-17;--:--;67.59
1986-08-18;--:--;68.6
1986-08-19;--:--;68.9
1986-08-20;--:--;70.63
1986-08-21;--:--;67.77
1986-08-22;--:--;60.74
1986-08-23;--:--;67.05
1986-08-24;--:--;67.14
1986-08-25;--:--;68.35
1986-08-26;--:--;66.37
1986-08-27;--:--;63.94
1986-08-28;--:--;62.14
1986-08-29;--:--;62.81
1986-08-30;--:--;62.36
1986-08-31;--:--;61.78
1986-09-01;--:--;63.43
1986-09-02;--:--;63.22
1986-09-03;--:--;60.16
1986-09-04;--:--;66.74
1986-09-05;--:--;68.25
1986-09-06;--:--;61.74
1986-09-07;--:--;61.95
1986-09-08;--:--;62.38
1986-09-09;--:--;60.48
1986-09-10;--:--;61.38
1986-09-11;--:--;61.25
1986-09-12;--:--;59.88
1986-09-13;--:--;61.88
1986-09-14;--:--;61.82
1986-09-15;--:--;60.82
1986-09-16;--:--;60.71
1986-09-17;--:--;57
1986-09-18;--:--;59.97
1986-09-19;--:--;58.53
1986-09-20;--:--;60.71
1986-09-21;--:--;63.96
1986-09-22;--:--;60.82
1986-09-23;--:--;62.18
1986-09-24;--:--;56.12
1986-09-25;--:--;61.77
1986-09-26;--:--;59.49
1986-09-27;--:--;58.58
1986-09-28;--:--;61.63
1986-09-29;--:--;57.8
1986-09-30;--:--;57.36
1986-10-01;--:--;57.71
1986-10-02;--:--;56.27
1986-10-03;--:--;59.42
1986-10-04;--:--;56.61
1986-10-05;--:--;58.53
1986-10-06;--:--;61.68
1986-10-07;--:--;62.39
1986-10-08;--:--;61.24
1986-10-09;--:--;57.05
1986-10-10;--:--;61.88
1986-10-11;--:--;57.49
1986-10-12;--:--;59.25
1986-10-13;--:--;59.87
1986-10-14;--:--;59.08
1986-10-15;--:--;57.9
1986-10-16;--:--;60.55
1986-10-17;--:--;59.17
1986-10-18;--:--;56.42
1986-10-19;--:--;65.17
1986-10-20;--:--;57.56
1986-10-21;--:--;61.74
1986-10-22;--:--;62.66
1986-10-23;--:--;64.65
1986-10-24;--:--;64.84
1986-10-25;--:--;67.58
1986-10-26;--:--;64.79
1986-10-27;--:--;63.65
1986-10-28;--:--;62.13
1986-10-29;--:--;59.66
1986-10-30;--:--;68.65
1986-10-31;--:--;65.33
1986-11-01;--:--;68.21
1986-11-02;--:--;64.74
1986-11-03;--:--;66.46
1986-11-04;--:--;67.46
1986-11-05;--:--;64.91
1986-11-06;--:--;69.75
1986-11-07;--:--;67.9
1986-11-08;--:--;66.79
1986-11-09;--:--;71.15
1986-11-10;--:--;70.44
1986-11-11;--:--;69.87
1986-11-12;--:--;69.05
1986-11-13;--:--;70.13
1986-11-14;--:--;70.56
1986-11-15;--:--;72.14
1986-11-16;--:--;73.92
1986-11-17;--:--;70.13
1986-11-18;--:--;69.54
1986-11-19;--:--;70.62
1986-11-20;--:--;71.14
1986-11-21;--:--;72.4
1986-11-22;--:--;70.82
1986-11-23;--:--;71.06
1986-11-24;--:--;71.73
1986-11-25;--:--;69.16
1986-11-26;--:--;66.9
1986-11-27;--:--;70.54
1986-11-28;--:--;71.07
1986-11-29;--:--;73.74
1986-11-30;--:--;70.28
1986-12-01;--:--;73.43
1986-12-02;--:--;68.85
1986-12-03;--:--;66.62
1986-12-04;--:--;70.23
1986-12-05;--:--;69.3
1986-12-06;--:--;73.84
1986-12-07;--:--;66.75
1986-12-08;--:--;69.18
1986-12-09;--:--;70.61
1986-12-10;--:--;68.13
1986-12-11;--:--;64.85
1986-12-12;--:--;69.03
1986-12-13;--:--;67.8
1986-12-14;--:--;66.02
1986-12-15;--:--;67.28
1986-12-16;--:--;69.47
1986-12-17;--:--;67.05
1986-12-18;--:--;65.56
1986-12-19;--:--;65.08
1986-12-20;--:--;67.58
1986-12-21;--:--;67.63
1986-12-22;--:--;64.58
1986-12-23;--:--;65.14
1986-12-24;--:--;62.75
1986-12-25;--:--;61.33
1986-12-26;--:--;60.91
1986-12-27;--:--;66.96
1986-12-28;--:--;64.44
1986-12-29;--:--;66.38
1986-12-30;--:--;62.81
1986-12-31;--:--;62.71
1987-01-01;--:--;63.66
1987-01-02;--:--;60.26
1987-01-03;--:--;65.85
1987-01-04;--:--;61.21
1987-01-05;--:--;64.47
1987-01-06;--:--;62
1987-01-07;--:--;58.03
1987-01-08;--:--;59.7
1987-01-09;--:--;62.4
1987-01-10;--:--;60.52
1987-01-11;--:--;58.64
1987-01-12;--:--;59.21
1987-01-13;--:--;58.23
1987-01-14;--:--;56.04
1987-01-15;--:--;56.47
1987-01-16;--:--;55.9
1987-01-17;--:--;55.53
1987-01-18;--:--;55.21
1987-01-19;--:--;55.18
1987-01-20;--:--;61.81
1987-01-21;--:--;52.98
1987-01-22;--:--;56.48
1987-01-23;--:--;57.61
1987-01-24;--:--;54.92
1987-01-25;--:--;55.96
1987-01-26;--:--;54.25
1987-01-27;--:--;52.07
1987-01-28;--:--;55.45
1987-01-29;--:--;57.09
1987-01-30;--:--;53.72
1987-01-31;--:--;51.31
1987-02-01;--:--;53.29
1987-02-02;--:--;53.07
1987-02-03;--:--;53.18
1987-02-04;--:--;51.68
1987-02-05;--:--;55.13
1987-02-06;--:--;55.87
1987-02-07;--:--;54.75
1987-02-08;--:--;53.72
1987-02-09;--:--;52.71
1987-02-10;--:--;53.54
1987-02-11;--:--;48.77
1987-02-12;--:--;50.23
1987-02-13;--:--;50.49
1987-02-14;--:--;53.82
1987-02-15;--:--;51.78
1987-02-16;--:--;53.39
1987-02-17;--:--;52.22
1987-02-18;--:--;51.8
1987-02-19;--:--;54.69
1987-02-20;--:--;51.67
1987-02-21;--:--;51.81
1987-02-22;--:--;52.11
1987-02-23;--:--;53.09
1987-02-24;--:--;54.11
1987-02-25;--:--;52.97
1987-02-26;--:--;51.59
1987-02-27;--:--;54.93
1987-02-28;--:--;54.88
1987-03-01;--:--;54.43
1987-03-02;--:--;50.39
1987-03-03;--:--;52.08
1987-03-04;--:--;51.83
1987-03-05;--:--;52.34
1987-03-06;--:--;52.67
1987-03-07;--:--;49.88
1987-03-08;--:--;55.86
1987-03-09;--:--;52.41
1987-03-10;--:--;52.1
1987-03-11;--:--;50.71
1987-03-12;--:--;51.22
1987-03-13;--:--;50.15
1987-03-14;--:--;51.35
1987-03-15;--:--;47.97
1987-03-16;--:--;54.46
1987-03-17;--:--;51.25
1987-03-18;--:--;50.97
1987-03-19;--:--;49.85
1987-03-20;--:--;50.15
1987-03-21;--:--;53.57
1987-03-22;--:--;53.74
1987-03-23;--:--;49.92
1987-03-24;--:--;49.72
1987-03-25;--:--;50.49
1987-03-26;--:--;53.47
1987-03-27;--:--;56.84
1987-03-28;--:--;50.47
1987-03-29;--:--;49.19
1987-03-30;--:--;53.06
1987-03-31;--:--;50.22
1987-04-01;--:--;55.27
1987-04-02;--:--;53.13
1987-04-03;--:--;51.53
1987-04-04;--:--;54.77
1987-04-05;--:--;51.55
1987-04-06;--:--;51.31
1987-04-07;--:--;52.4
1987-04-08;--:--;56.14
1987-04-09;--:--;52.85
1987-04-10;--:--;55.77
1987-04-11;--:--;54.03
1987-04-12;--:--;56.84
1987-04-13;--:--;52.43
1987-04-14;--:--;57.57
1987-04-15;--:--;57.17
1987-04-16;--:--;55.44
1987-04-17;--:--;56.57
1987-04-18;--:--;52.28
1987-04-19;--:--;56.32
1987-04-20;--:--;55.99
1987-04-21;--:--;55.77
1987-04-22;--:--;53.65
1987-04-23;--:--;57.37
1987-04-24;--:--;53.77
1987-04-25;--:--;57.14
1987-04-26;--:--;53.88
1987-04-27;--:--;61.73
1987-04-28;--:--;55.29
1987-04-29;--:--;58.89
1987-04-30;--:--;53.6
1987-05-01;--:--;55.69
1987-05-02;--:--;56.67
1987-05-03;--:--;57.34
1987-05-04;--:--;60.64
1987-05-05;--:--;61.47
1987-05-06;--:--;61.29
1987-05-07;--:--;62.89
1987-05-08;--:--;63.05
1987-05-09;--:--;61.67
1987-05-10;--:--;61
1987-05-11;--:--;61.81
1987-05-12;--:--;63.39
1987-05-13;--:--;63.77
1987-05-14;--:--;62.27
1987-05-15;--:--;63.51
1987-05-16;--:--;64.15
1987-05-17;--:--;64.82
1987-05-18;--:--;64.89
1987-05-19;--:--;66.71
1987-05-20;--:--;65.73
1987-05-21;--:--;68.94
1987-05-22;--:--;66.34
1987-05-23;--:--;68.29
1987-05-24;--:--;72.17
1987-05-25;--:--;71.4
1987-05-26;--:--;71.01
1987-05-27;--:--;76.54
1987-05-28;--:--;74.46
1987-05-29;--:--;78.34
1987-05-30;--:--;74.22
1987-05-31;--:--;81.11
1987-06-01;--:--;79.57
1987-06-02;--:--;83.44
1987-06-03;--:--;78.41
1987-06-04;--:--;83.56
1987-06-05;--:--;82.36
1987-06-06;--:--;86.23
1987-06-07;--:--;91.01
1987-06-08;--:--;86.16
1987-06-09;--:--;89.12
1987-06-10;--:--;88.63
1987-06-11;--:--;89.95
1987-06-12;--:--;91.63
1987-06-13;--:--;92.77
1987-06-14;--:--;91.55
1987-06-15;--:--;87.66
1987-06-16;--:--;91.29
1987-06-17;--:--;93.9
1987-06-18;--:--;90.33
1987-06-19;--:--;95.5
1987-06-20;--:--;94.9
1987-06-21;--:--;94.68
1987-06-22;--:--;98.53
1987-06-23;--:--;95.86
1987-06-24;--:--;97.54
1987-06-25;--:--;98.68
1987-06-26;--:--;98.67
1987-06-27;--:--;98.94
1987-06-28;--:--;97.61
1987-06-29;--:--;98.33
1987-06-30;--:--;99.75
1987-07-01;--:--;102.11
1987-07-02;--:--;101.09
1987-07-03;--:--;102.48
1987-07-04;--:--;103.05
1987-07-05;--:--;99.69
1987-07-06;--:--;102.35
1987-07-07;--:--;105.26
1987-07-08;--:--;100.31
1987-07-09;--:--;103.43
1987-07-10;--:--;103.54
1987-07-11;--:--;102.9
1987-07-12;--:--;107.49
1987-07-13;--:--;104.58
1987-07-14;--:--;108.62
1987-07-15;--:--;105.91
1987-07-16;--:--;108.16
1987-07-17;--:--;105.18
1987-07-18;--:--;109.35
1987-07-19;--:--;106.78
1987-07-20;--:--;105.95
1987-07-21;--:--;106.74
1987-07-22;--:--;108.32
1987-07-23;--:--;106.02
1987-07-24;--:--;107.64
1987-07-25;--:--;103.49
1987-07-26;--:--;105.43
1987-07-27;--:--;106.26
1987-07-28;--:--;104.84
1987-07-29;--:--;105.74
1987-07-30;--:--;104.56
1987-07-31;--:--;102.04
1987-08-01;--:--;102.95
1987-08-02;--:--;102.86
1987-08-03;--:--;105.54
1987-08-04;--:--;102.63
1987-08-05;--:--;105.95
1987-08-06;--:--;95.74
1987-08-07;--:--;98.05
1987-08-08;--:--;101.7
1987-08-09;--:--;96.63
1987-08-10;--:--;94.77
1987-08-11;--:--;95.21
1987-08-12;--:--;94.92
1987-08-13;--:--;89.84
1987-08-14;--:--;91.35
1987-08-15;--:--;89.99
1987-08-16;--:--;90.05
1987-08-17;--:--;86.24
1987-08-18;--:--;87.26
1987-08-19;--:--;88.36
1987-08-20;--:--;87.31
1987-08-21;--:--;85.66
1987-08-22;--:--;85.56
1987-08-23;--:--;82.88
1987-08-24;--:--;82.02
1987-08-25;--:--;81.7
1987-08-26;--:--;79.14
1987-08-27;--:--;78.88
1987-08-28;--:--;78.52
1987-08-29;--:--;78.35
1987-08-30;--:--;76.77
1987-08-31;--:--;75.46
1987-09-01;--:--;76.06
1987-09-02;--:--;78.75
1987-09-03;--:--;76.04
1987-09-04;--:--;74.95
1987-09-05;--:--;76.23
1987-09-06;--:--;72.89
1987-09-07;--:--;72.26
1987-09-08;--:--;67.14
1987-09-09;--:--;70.16
1987-09-10;--:--;68.62
1987-09-11;--:--;66.36
1987-09-12;--:--;65.26
1987-09-13;--:--;66.42
1987-09-14;--:--;64.74
1987-09-15;--:--;61.8
1987-09-16;--:--;65.81
1987-09-17;--:--;62.16
1987-09-18;--:--;64.95
1987-09-19;--:--;63.96
1987-09-20;--:--;66.72
1987-09-21;--:--;60.11
1987-09-22;--:--;56.5
1987-09-23;--:--;57.47
1987-09-24;--:--;57.99
1987-09-25;--:--;56.8
1987-09-26;--:--;57.6
1987-09-27;--:--;53.59
1987-09-28;--:--;55
1987-09-29;--:--;57.08
1987-09-30;--:--;51.63
1987-10-01;--:--;49.9
1987-10-02;--:--;51.79
1987-10-03;--:--;53.46
1987-10-04;--:--;51.84
1987-10-05;--:--;49.59
1987-10-06;--:--;50.08
1987-10-07;--:--;51.07
1987-10-08;--:--;50.46
1987-10-09;--:--;50.13
1987-10-10;--:--;49.16
1987-10-11;--:--;50.57
1987-10-12;--:--;50.57
1987-10-13;--:--;50.42
1987-10-14;--:--;46.04
1987-10-15;--:--;47.03
1987-10-16;--:--;44.5
1987-10-17;--:--;47.09
1987-10-18;--:--;43.66
1987-10-19;--:--;43.11
1987-10-20;--:--;50.15
1987-10-21;--:--;43.77
1987-10-22;--:--;45.32
1987-10-23;--:--;41.56
1987-10-24;--:--;42.15
1987-10-25;--:--;46.83
1987-10-26;--:--;45.38
1987-10-27;--:--;42.68
1987-10-28;--:--;46.33
1987-10-29;--:--;41.88
1987-10-30;--:--;44.14
1987-10-31;--:--;44.27
1987-11-01;--:--;41.84
1987-11-02;--:--;41.18
1987-11-03;--:--;44.7
1987-11-04;--:--;43.55
1987-11-05;--:--;41.1
1987-11-06;--:--;39.69
1987-11-07;--:--;44.13
1987-11-08;--:--;38.51
1987-11-09;--:--;42.74
1987-11-10;--:--;43.02
1987-11-11;--:--;44.61
1987-11-12;--:--;42.9
1987-11-13;--:--;43.41
1987-11-14;--:--;41.96
1987-11-15;--:--;46.62
1987-11-16;--:--;42.2
1987-11-17;--:--;45.54
1987-11-18;--:--;42.74
1987-11-19;--:--;45.95
1987-11-20;--:--;50.66
1987-11-21;--:--;48.88
1987-11-22;--:--;49.44
1987-11-23;--:--;43.37
1987-11-24;--:--;46.11
1987-11-25;--:--;49.35
1987-11-26;--:--;49.17
1987-11-27;--:--;51.51
1987-11-28;--:--;55.17
1987-11-29;--:--;50.32
1987-11-30;--:--;53.74
1987-12-01;--:--;51.94
1987-12-02;--:--;54.53
1987-12-03;--:--;54.66
1987-12-04;--:--;58.54
1987-12-05;--:--;58.68
1987-12-06;--:--;58.24
1987-12-07;--:--;58.31
1987-12-08;--:--;59.72
1987-12-09;--:--;53.91
1987-12-10;--:--;58.36
1987-12-11;--:--;56.66
1987-12-12;--:--;59.09
1987-12-13;--:--;57.75
1987-12-14;--:--;56.2
1987-12-15;--:--;58.67
1987-12-16;--:--;60.34
1987-12-17;--:--;58.04
1987-12-18;--:--;60.31
1987-12-19;--:--;56.55
1987-12-20;--:--;58.73
1987-12-21;--:--;59.59
1987-12-22;--:--;62.27
1987-12-23;--:--;57.43
1987-12-24;--:--;59.9
1987-12-25;--:--;58.59
1987-12-26;--:--;60.48
1987-12-27;--:--;59.92
1987-12-28;--:--;60.75
1987-12-29;--:--;63.3
1987-12-30;--:--;62.07
1987-12-31;--:--;62.94
1988-01-01;--:--;59.84
1988-01-02;--:--;60.51
1988-01-03;--:--;60.48
1988-01-04;--:--;61.38
1988-01-05;--:--;62.98
1988-01-06;--:--;66.03
1988-01-07;--:--;60.45
1988-01-08;--:--;60.53
1988-01-09;--:--;62.33
1988-01-10;--:--;57.35
1988-01-11;--:--;62.79
1988-01-12;--:--;61.18
1988-01-13;--:--;64.81
1988-01-14;--:--;62.19
1988-01-15;--:--;63.39
1988-01-16;--:--;60.94
1988-01-17;--:--;64.23
1988-01-18;--:--;61.72
1988-01-19;--:--;61.4
1988-01-20;--:--;60.28
1988-01-21;--:--;59.64
1988-01-22;--:--;61.98
1988-01-23;--:--;62.6
1988-01-24;--:--;60.67
1988-01-25;--:--;60.66
1988-01-26;--:--;59.5
1988-01-27;--:--;61.99
1988-01-28;--:--;58.87
1988-01-29;--:--;61.12
1988-01-30;--:--;58.16
1988-01-31;--:--;61.87
1988-02-01;--:--;55.68
1988-02-02;--:--;58.45
1988-02-03;--:--;55.95
1988-02-04;--:--;55.28
1988-02-05;--:--;58.78
1988-02-06;--:--;56.59
1988-02-07;--:--;53.44
1988-02-08;--:--;56.25
1988-02-09;--:--;54.92
1988-02-10;--:--;53.07
1988-02-11;--:--;51.62
1988-02-12;--:--;51.8
1988-02-13;--:--;53.37
1988-02-14;--:--;51.97
1988-02-15;--:--;52.02
1988-02-16;--:--;51.87
1988-02-17;--:--;52.03
1988-02-18;--:--;44.66
1988-02-19;--:--;47.1
1988-02-20;--:--;48.25
1988-02-21;--:--;50.59
1988-02-22;--:--;48.54
1988-02-23;--:--;46.22
1988-02-24;--:--;47.84
1988-02-25;--:--;50.76
1988-02-26;--:--;50.97
1988-02-27;--:--;51.92
1988-02-28;--:--;49.44
1988-02-29;--:--;48.83
1988-03-01;--:--;44.8
1988-03-02;--:--;47.08
1988-03-03;--:--;53.5
1988-03-04;--:--;52.83
1988-03-05;--:--;52.55
1988-03-06;--:--;51.61
1988-03-07;--:--;50.72
1988-03-08;--:--;50.3
1988-03-09;--:--;52.84
1988-03-10;--:--;52.86
1988-03-11;--:--;48.99
1988-03-12;--:--;59.1
1988-03-13;--:--;54.38
1988-03-14;--:--;53.49
1988-03-15;--:--;54.02
1988-03-16;--:--;55.24
1988-03-17;--:--;55.46
1988-03-18;--:--;50.86
1988-03-19;--:--;59.75
1988-03-20;--:--;55.3
1988-03-21;--:--;54.01
1988-03-22;--:--;54.39
1988-03-23;--:--;59.83
1988-03-24;--:--;57.88
1988-03-25;--:--;54.8
1988-03-26;--:--;58.14
1988-03-27;--:--;56.76
1988-03-28;--:--;55.81
1988-03-29;--:--;57.93
1988-03-30;--:--;62.24
1988-03-31;--:--;56.43
1988-04-01;--:--;61.25
1988-04-02;--:--;60.27
1988-04-03;--:--;59.61
1988-04-04;--:--;61.08
1988-04-05;--:--;59.97
1988-04-06;--:--;63.36
1988-04-07;--:--;58.84
1988-04-08;--:--;62.87
1988-04-09;--:--;59.93
1988-04-10;--:--;62.66
1988-04-11;--:--;61.9
1988-04-12;--:--;60.69
1988-04-13;--:--;60.76
1988-04-14;--:--;62.24
1988-04-15;--:--;62.73
1988-04-16;--:--;61.59
1988-04-17;--:--;63.68
1988-04-18;--:--;63.04
1988-04-19;--:--;64.3
1988-04-20;--:--;65.44
1988-04-21;--:--;64.96
1988-04-22;--:--;67.45
1988-04-23;--:--;67.3
1988-04-24;--:--;62.04
1988-04-25;--:--;68.8
1988-04-26;--:--;66.35
1988-04-27;--:--;64.67
1988-04-28;--:--;62.94
1988-04-29;--:--;69.57
1988-04-30;--:--;65.7
1988-05-01;--:--;61.18
1988-05-02;--:--;65.97
1988-05-03;--:--;64.92
1988-05-04;--:--;68.98
1988-05-05;--:--;67.4
1988-05-06;--:--;66.65
1988-05-07;--:--;74.4
1988-05-08;--:--;65.94
1988-05-09;--:--;65.43
1988-05-10;--:--;70.87
1988-05-11;--:--;66.13
1988-05-12;--:--;71.82
1988-05-13;--:--;68.5
1988-05-14;--:--;67.28
1988-05-15;--:--;68.61
1988-05-16;--:--;72.1
1988-05-17;--:--;71.42
1988-05-18;--:--;73.43
1988-05-19;--:--;69.46
1988-05-20;--:--;71.27
1988-05-21;--:--;72.22
1988-05-22;--:--;66.92
1988-05-23;--:--;73.65
1988-05-24;--:--;68.71
1988-05-25;--:--;75.33
1988-05-26;--:--;72.49
1988-05-27;--:--;68.8
1988-05-28;--:--;75.01
1988-05-29;--:--;76.61
1988-05-30;--:--;70.76
1988-05-31;--:--;74.96
1988-06-01;--:--;69.63
1988-06-02;--:--;70.91
1988-06-03;--:--;71.5
1988-06-04;--:--;75.09
1988-06-05;--:--;71.82
1988-06-06;--:--;71.26
1988-06-07;--:--;72.76
1988-06-08;--:--;73.66
1988-06-09;--:--;71.91
1988-06-10;--:--;75.66
1988-06-11;--:--;72.38
1988-06-12;--:--;73.02
